text,warmth,brightness,texture,valence,arousal,intensity,geometry,color_temperature
goth club vampire aesthetic,0.22,0.12,0.55,0.35,0.55,0.72,0.55,0.22
gothic subculture dark romance,0.35,0.15,0.5,0.4,0.45,0.68,0.5,0.3
goth Victorian mourning aesthetic,0.25,0.1,0.55,0.3,0.4,0.7,0.6,0.25
goth club vampire aesthetic,0.22,0.12,0.55,0.35,0.55,0.72,0.55,0.22
gothic subculture dark romance,0.35,0.15,0.5,0.4,0.45,0.68,0.5,0.3
goth Victorian mourning aesthetic,0.25,0.1,0.55,0.3,0.4,0.7,0.6,0.25
goth club vampire aesthetic,0.22,0.12,0.55,0.35,0.55,0.72,0.55,0.22
gothic subculture dark romance,0.35,0.15,0.5,0.4,0.45,0.68,0.5,0.3
goth Victorian mourning aesthetic,0.25,0.1,0.55,0.3,0.4,0.7,0.6,0.25
goth club vampire aesthetic,0.22,0.12,0.55,0.35,0.55,0.72,0.55,0.22
gothic subculture dark romance,0.35,0.15,0.5,0.4,0.45,0.68,0.5,0.3
goth Victorian mourning aesthetic,0.25,0.1,0.55,0.3,0.4,0.7,0.6,0.25
goth club vampire aesthetic,0.22,0.12,0.55,0.35,0.55,0.72,0.55,0.22
gothic subculture dark romance,0.35,0.15,0.5,0.4,0.45,0.68,0.5,0.3
goth Victorian mourning aesthetic,0.25,0.1,0.55,0.3,0.4,0.7,0.6,0.25
goth club vampire aesthetic,0.22,0.12,0.55,0.35,0.55,0.72,0.55,0.22
gothic subculture dark romance,0.35,0.15,0.5,0.4,0.45,0.68,0.5,0.3
goth Victorian mourning aesthetic,0.25,0.1,0.55,0.3,0.4,0.7,0.6,0.25
Bauhaus band dark wave,0.28,0.2,0.6,0.35,0.55,0.72,0.55,0.28
Sisters of Mercy black clad,0.25,0.15,0.55,0.32,0.6,0.75,0.55,0.25
goth nightclub black velvet,0.3,0.12,0.45,0.38,0.5,0.65,0.5,0.28
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore pastoral fantasy,0.85,0.72,0.38,0.92,0.22,0.3,0.15,0.82
cottagecore meadow wildflowers,0.82,0.78,0.35,0.9,0.25,0.28,0.12,0.8
cottagecore baking bread kitchen,0.9,0.65,0.4,0.92,0.3,0.35,0.2,0.88
cottagecore linen dress garden,0.85,0.75,0.35,0.88,0.2,0.25,0.15,0.82
rustic countryside simple life,0.82,0.7,0.45,0.85,0.25,0.32,0.25,0.8
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk neon dystopia,0.32,0.78,0.65,0.35,0.78,0.85,0.82,0.45
cyberpunk rain-soaked neon streets,0.35,0.72,0.6,0.38,0.7,0.8,0.8,0.48
Blade Runner neon noir,0.3,0.65,0.55,0.32,0.6,0.75,0.78,0.42
cyberpunk megacity corporate oppression,0.28,0.7,0.7,0.25,0.75,0.88,0.85,0.4
hackers neon-lit basement,0.35,0.6,0.55,0.45,0.72,0.75,0.78,0.45
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
vaporwave dead mall liminal,0.42,0.52,0.38,0.42,0.22,0.45,0.65,0.5
vaporwave aesthetic empty plaza,0.45,0.55,0.35,0.45,0.2,0.42,0.7,0.52
vaporwave nostalgic digital decay,0.48,0.58,0.4,0.48,0.25,0.48,0.68,0.55
liminal space empty hallway,0.4,0.5,0.35,0.35,0.15,0.5,0.75,0.45
abandoned mall fountain echoes,0.38,0.45,0.4,0.3,0.18,0.52,0.7,0.42
vaporwave Roman bust glitch,0.45,0.6,0.42,0.5,0.25,0.5,0.65,0.5
punk rock DIY garage show,0.45,0.5,0.85,0.55,0.9,0.9,0.55,0.45
CBGB sweaty basement,0.5,0.3,0.8,0.5,0.88,0.88,0.5,0.5
anarchist punk zine aesthetic,0.4,0.45,0.82,0.45,0.82,0.85,0.55,0.42
steampunk Victorian machinery,0.55,0.45,0.7,0.6,0.55,0.65,0.7,0.6
brass gears clockwork aesthetic,0.6,0.55,0.65,0.65,0.5,0.6,0.75,0.65
Mediterranean afternoon siesta,0.88,0.75,0.4,0.85,0.18,0.45,0.3,0.88
Mediterranean sun-drenched terrace,0.9,0.88,0.45,0.88,0.35,0.5,0.35,0.9
Mediterranean afternoon siesta,0.88,0.75,0.4,0.85,0.18,0.45,0.3,0.88
Mediterranean sun-drenched terrace,0.9,0.88,0.45,0.88,0.35,0.5,0.35,0.9
Mediterranean afternoon siesta,0.88,0.75,0.4,0.85,0.18,0.45,0.3,0.88
Mediterranean sun-drenched terrace,0.9,0.88,0.45,0.88,0.35,0.5,0.35,0.9
Mediterranean afternoon siesta,0.88,0.75,0.4,0.85,0.18,0.45,0.3,0.88
Mediterranean sun-drenched terrace,0.9,0.88,0.45,0.88,0.35,0.5,0.35,0.9
Mediterranean afternoon siesta,0.88,0.75,0.4,0.85,0.18,0.45,0.3,0.88
Mediterranean sun-drenched terrace,0.9,0.88,0.45,0.88,0.35,0.5,0.35,0.9
Greek island whitewashed blue,0.78,0.92,0.3,0.88,0.35,0.45,0.55,0.7
Italian piazza evening passeggiata,0.82,0.6,0.4,0.85,0.5,0.55,0.45,0.82
Spanish siesta hot afternoon,0.92,0.78,0.35,0.8,0.1,0.4,0.35,0.9
Scandinavian hygge by candlelight,0.82,0.28,0.35,0.88,0.18,0.32,0.45,0.8
Nordic hygge cozy blankets,0.85,0.3,0.4,0.9,0.15,0.28,0.4,0.82
Scandinavian hygge by candlelight,0.82,0.28,0.35,0.88,0.18,0.32,0.45,0.8
Nordic hygge cozy blankets,0.85,0.3,0.4,0.9,0.15,0.28,0.4,0.82
Scandinavian hygge by candlelight,0.82,0.28,0.35,0.88,0.18,0.32,0.45,0.8
Nordic hygge cozy blankets,0.85,0.3,0.4,0.9,0.15,0.28,0.4,0.82
Scandinavian hygge by candlelight,0.82,0.28,0.35,0.88,0.18,0.32,0.45,0.8
Nordic hygge cozy blankets,0.85,0.3,0.4,0.9,0.15,0.28,0.4,0.82
Scandinavian hygge by candlelight,0.82,0.28,0.35,0.88,0.18,0.32,0.45,0.8
Nordic hygge cozy blankets,0.85,0.3,0.4,0.9,0.15,0.28,0.4,0.82
Scandinavian minimalism light wood,0.6,0.75,0.25,0.72,0.25,0.3,0.7,0.55
Finnish sauna birch steam,0.9,0.45,0.5,0.8,0.4,0.55,0.4,0.85
Nordic winter darkness aurora,0.25,0.35,0.3,0.55,0.3,0.55,0.4,0.2
Japanese wabi-sabi tea ceremony,0.58,0.45,0.42,0.72,0.12,0.25,0.35,0.55
wabi-sabi imperfect beauty,0.55,0.5,0.45,0.7,0.15,0.3,0.3,0.52
Japanese wabi-sabi tea ceremony,0.58,0.45,0.42,0.72,0.12,0.25,0.35,0.55
wabi-sabi imperfect beauty,0.55,0.5,0.45,0.7,0.15,0.3,0.3,0.52
Japanese wabi-sabi tea ceremony,0.58,0.45,0.42,0.72,0.12,0.25,0.35,0.55
wabi-sabi imperfect beauty,0.55,0.5,0.45,0.7,0.15,0.3,0.3,0.52
Japanese wabi-sabi tea ceremony,0.58,0.45,0.42,0.72,0.12,0.25,0.35,0.55
wabi-sabi imperfect beauty,0.55,0.5,0.45,0.7,0.15,0.3,0.3,0.52
Japanese wabi-sabi tea ceremony,0.58,0.45,0.42,0.72,0.12,0.25,0.35,0.55
wabi-sabi imperfect beauty,0.55,0.5,0.45,0.7,0.15,0.3,0.3,0.52
zen garden raked gravel,0.5,0.65,0.35,0.75,0.08,0.2,0.6,0.48
Japanese onsen hot spring mist,0.85,0.45,0.25,0.88,0.12,0.35,0.3,0.8
cherry blossom viewing hanami,0.72,0.78,0.25,0.88,0.35,0.45,0.25,0.68
Japanese izakaya warm lanterns,0.8,0.4,0.35,0.82,0.55,0.5,0.35,0.78
Russian winter melancholy,0.12,0.22,0.5,0.25,0.22,0.6,0.5,0.12
Russian steppes endless winter,0.1,0.35,0.45,0.3,0.18,0.55,0.4,0.1
Russian winter melancholy,0.12,0.22,0.5,0.25,0.22,0.6,0.5,0.12
Russian steppes endless winter,0.1,0.35,0.45,0.3,0.18,0.55,0.4,0.1
Russian winter melancholy,0.12,0.22,0.5,0.25,0.22,0.6,0.5,0.12
Russian steppes endless winter,0.1,0.35,0.45,0.3,0.18,0.55,0.4,0.1
Russian winter melancholy,0.12,0.22,0.5,0.25,0.22,0.6,0.5,0.12
Russian steppes endless winter,0.1,0.35,0.45,0.3,0.18,0.55,0.4,0.1
Russian winter melancholy,0.12,0.22,0.5,0.25,0.22,0.6,0.5,0.12
Russian steppes endless winter,0.1,0.35,0.45,0.3,0.18,0.55,0.4,0.1
Moscow winter frozen beauty,0.08,0.4,0.5,0.35,0.25,0.58,0.55,0.08
Russian dacha summer nostalgia,0.75,0.7,0.45,0.75,0.35,0.45,0.3,0.72
Russian Orthodox cathedral gold,0.55,0.7,0.55,0.6,0.4,0.75,0.7,0.7
Brazilian favela funk party,0.82,0.65,0.55,0.75,0.95,0.9,0.4,0.75
Rio carnival explosion color,0.85,0.9,0.5,0.92,0.98,0.95,0.3,0.8
Brazilian favela funk party,0.82,0.65,0.55,0.75,0.95,0.9,0.4,0.75
Rio carnival explosion color,0.85,0.9,0.5,0.92,0.98,0.95,0.3,0.8
Brazilian favela funk party,0.82,0.65,0.55,0.75,0.95,0.9,0.4,0.75
Rio carnival explosion color,0.85,0.9,0.5,0.92,0.98,0.95,0.3,0.8
Brazilian favela funk party,0.82,0.65,0.55,0.75,0.95,0.9,0.4,0.75
Rio carnival explosion color,0.85,0.9,0.5,0.92,0.98,0.95,0.3,0.8
Brazilian favela funk party,0.82,0.65,0.55,0.75,0.95,0.9,0.4,0.75
Rio carnival explosion color,0.85,0.9,0.5,0.92,0.98,0.95,0.3,0.8
Brazilian beach sunset caipirinha,0.88,0.75,0.35,0.9,0.55,0.55,0.25,0.88
bossa nova gentle sway,0.75,0.6,0.25,0.82,0.35,0.4,0.3,0.72
Indian wedding celebration colors,0.85,0.88,0.55,0.92,0.9,0.9,0.35,0.85
Diwali festival of lights,0.82,0.92,0.45,0.95,0.85,0.85,0.4,0.85
Indian monsoon rain relief,0.7,0.45,0.55,0.75,0.6,0.65,0.3,0.65
Moroccan riad courtyard fountain,0.75,0.55,0.5,0.8,0.3,0.5,0.55,0.72
Arabian Nights desert palace,0.8,0.65,0.55,0.78,0.45,0.7,0.6,0.82
Turkish hammam steam warmth,0.88,0.4,0.4,0.82,0.25,0.5,0.45,0.85
the weight of unspoken words,0.42,0.28,0.55,0.32,0.3,0.72,0.5,0.45
heavy silence between old friends,0.45,0.3,0.5,0.35,0.25,0.7,0.45,0.48
the weight of unspoken words,0.42,0.28,0.55,0.32,0.3,0.72,0.5,0.45
heavy silence between old friends,0.45,0.3,0.5,0.35,0.25,0.7,0.45,0.48
the weight of unspoken words,0.42,0.28,0.55,0.32,0.3,0.72,0.5,0.45
heavy silence between old friends,0.45,0.3,0.5,0.35,0.25,0.7,0.45,0.48
the weight of unspoken words,0.42,0.28,0.55,0.32,0.3,0.72,0.5,0.45
heavy silence between old friends,0.45,0.3,0.5,0.35,0.25,0.7,0.45,0.48
the weight of unspoken words,0.42,0.28,0.55,0.32,0.3,0.72,0.5,0.45
heavy silence between old friends,0.45,0.3,0.5,0.35,0.25,0.7,0.45,0.48
unspoken tension thick air,0.4,0.35,0.6,0.3,0.4,0.75,0.5,0.42
words caught in throat,0.45,0.35,0.55,0.3,0.45,0.68,0.5,0.45
time dissolving like sugar in rain,0.52,0.5,0.22,0.55,0.3,0.5,0.35,0.52
time dissolving like sugar in rain,0.52,0.5,0.22,0.55,0.3,0.5,0.35,0.52
time dissolving like sugar in rain,0.52,0.5,0.22,0.55,0.3,0.5,0.35,0.52
moments melting away,0.55,0.55,0.2,0.5,0.25,0.48,0.35,0.55
the sound of a color you've never seen,0.55,0.6,0.35,0.55,0.45,0.45,0.45,0.55
tasting music seeing sound,0.55,0.58,0.38,0.58,0.5,0.5,0.42,0.55
comfortable discomfort,0.52,0.5,0.45,0.52,0.42,0.5,0.5,0.52
comfortable discomfort,0.52,0.5,0.45,0.52,0.42,0.5,0.5,0.52
comfortable discomfort,0.52,0.5,0.45,0.52,0.42,0.5,0.5,0.52
beautiful destruction,0.45,0.55,0.7,0.35,0.7,0.9,0.55,0.5
beautiful destruction,0.45,0.55,0.7,0.35,0.7,0.9,0.55,0.5
beautiful destruction,0.45,0.55,0.7,0.35,0.7,0.9,0.55,0.5
gorgeous devastation,0.42,0.58,0.72,0.32,0.72,0.92,0.55,0.48
cold fire burning slowly,0.42,0.55,0.55,0.48,0.55,0.62,0.5,0.45
cold fire burning slowly,0.42,0.55,0.55,0.48,0.55,0.62,0.5,0.45
cold fire burning slowly,0.42,0.55,0.55,0.48,0.55,0.62,0.5,0.45
cold fire burning slowly,0.42,0.55,0.55,0.48,0.55,0.62,0.5,0.45
cold fire burning slowly,0.42,0.55,0.55,0.48,0.55,0.62,0.5,0.45
ice that burns,0.25,0.6,0.5,0.4,0.5,0.65,0.55,0.3
frozen flame paradox,0.35,0.6,0.55,0.45,0.55,0.65,0.55,0.38
the last day of summer knowing autumn comes,0.62,0.65,0.4,0.48,0.35,0.62,0.4,0.65
the last day of summer knowing autumn comes,0.62,0.65,0.4,0.48,0.35,0.62,0.4,0.65
the last day of summer knowing autumn comes,0.62,0.65,0.4,0.48,0.35,0.62,0.4,0.65
bittersweet ending golden hour,0.65,0.68,0.35,0.5,0.32,0.6,0.38,0.68
summer's end nostalgic ache,0.6,0.62,0.38,0.45,0.3,0.65,0.35,0.62
laughing at a funeral because you can't cry,0.4,0.42,0.55,0.28,0.55,0.85,0.5,0.42
laughing at a funeral because you can't cry,0.4,0.42,0.55,0.28,0.55,0.85,0.5,0.42
laughing at a funeral because you can't cry,0.4,0.42,0.55,0.28,0.55,0.85,0.5,0.42
grief too deep for tears,0.35,0.25,0.5,0.12,0.3,0.9,0.48,0.38
"home after years away, everything smaller",0.55,0.52,0.38,0.52,0.28,0.65,0.48,0.55
"home after years away, everything smaller",0.55,0.52,0.38,0.52,0.28,0.65,0.48,0.55
"home after years away, everything smaller",0.55,0.52,0.38,0.52,0.28,0.65,0.48,0.55
returning to childhood home stranger,0.52,0.5,0.4,0.48,0.3,0.62,0.5,0.52
sharp yellow screaming silence,0.5,0.88,0.72,0.35,0.7,0.75,0.82,0.82
sharp yellow screaming silence,0.5,0.88,0.72,0.35,0.7,0.75,0.82,0.82
sharp yellow screaming silence,0.5,0.88,0.72,0.35,0.7,0.75,0.82,0.82
yellow sharp angular bright,0.55,0.9,0.7,0.5,0.65,0.7,0.85,0.85
screaming color loud yellow,0.52,0.88,0.68,0.4,0.75,0.78,0.8,0.82
purple tastes like velvet sounds,0.55,0.45,0.32,0.62,0.45,0.5,0.4,0.45
velvet purple deep soft,0.6,0.4,0.28,0.65,0.35,0.5,0.35,0.5
