text,warmth,brightness,texture,valence,arousal,intensity,geometry,color_temperature
soft murmur sensation,0.5,0.5,0.2,0.5,0.2,0.12,0.5,0.5
gentle rolling hills vibes,0.55,0.5,0.5,0.75,0.5,0.5,0.15,0.5
experiencing hot summer afternoon sensation,0.9,0.9,0.5,0.7,0.5,0.5,0.5,0.85
very wooden grain pattern,0.75,0.5,0.5,0.5,0.5,0.5,0.7000000000000001,0.5
somewhat swirling cloud patterns,0.5,0.55,0.35,0.5,0.5,0.5,0.22,0.5
ruby red glow sensation,0.75,0.5,0.5,0.65,0.5,0.65,0.5,0.88
total steel grey industrial,0.3,0.5,0.6,0.5,0.5,0.5,0.8,0.2
thundering crescendo vibes,0.5,0.65,0.5,0.5,0.9,0.9,0.5,0.5
extremely triumphant victory,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5
absolute devastating impact sensation,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
evokes tropical heat vibes,0.95,0.8,0.5,0.7,0.5,0.5,0.5,0.9
total gnawing anxiety energy,0.5,0.5,0.65,0.18,0.8,0.75,0.5,0.5
somewhat deep depression,0.5,0.25,0.5,0.18,0.25,0.65,0.5,0.5
the feeling of coarse burlap sack sensation,0.45,0.5,0.85,0.35,0.5,0.5,0.5,0.5
the feeling of rustic autumn leaves,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.85
total scorching hot desert sun,0.98,0.95,0.5,0.5,0.5,0.8,0.5,0.95
crackling fireplace on winter evening atmosphere,0.95,0.35,0.5,0.9,0.25,0.55,0.35,0.92
experiencing faint whisper,0.5,0.4,0.5,0.5,0.15,0.08,0.5,0.5
slightly hot summer afternoon,0.75,0.75,0.5,0.5499999999999999,0.5,0.5,0.5,0.7
like gentle breeze,0.5,0.5,0.3,0.7,0.25,0.15,0.5,0.5
experiencing coarse burlap sack atmosphere,0.45,0.5,0.85,0.35,0.5,0.5,0.5,0.5
massive explosion sensation,0.5,0.9,0.85,0.5,0.95,0.98,0.5,0.5
frenzied chaos sensation,0.5,0.5,0.75,0.4,0.95,0.9,0.5,0.5
heartwarming kindness sensation,0.85,0.5,0.5,0.88,0.5,0.55,0.5,0.5
evokes honey golden light,0.8,0.7,0.5,0.8,0.5,0.5,0.5,0.88
coarse burlap sack vibes,0.45,0.5,0.85,0.35,0.5,0.5,0.5,0.5
slightly ruby red glow,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.73
pure azure ocean depths vibes,0.35,0.5,0.5,0.5,0.5,0.55,0.5,0.12
gloomy overcast sky sensation,0.5,0.25,0.5,0.35,0.25,0.5,0.5,0.35
extremely tropical beach at sunset,1.0,1.0,0.15,1.0,0.2,0.85,0.0,1.0
evokes icy blue winter energy,0.08,0.65,0.5,0.5,0.5,0.5,0.5,0.05
like gloomy overcast sky feeling,0.5,0.25,0.5,0.35,0.25,0.5,0.5,0.35
total deep shadows sensation,0.5,0.1,0.5,0.35,0.5,0.55,0.5,0.5
frosted glass blue atmosphere,0.25,0.6,0.3,0.5,0.5,0.5,0.5,0.18
bitter resentment atmosphere,0.35,0.5,0.65,0.15,0.5,0.7,0.5,0.5
curving art nouveau lines atmosphere,0.6,0.5,0.5,0.75,0.5,0.5,0.12,0.5
absolute harsh fluorescent lights,0.35,0.9,0.5,0.35,0.5,0.5,0.8,0.5
very jagged mountain peaks,0.5,0.5,0.85,0.5,0.5,0.85,1.0,0.5
experiencing wild exhilaration atmosphere,0.5,0.5,0.5,0.85,0.92,0.85,0.5,0.5
total dusky twilight hour,0.55,0.25,0.5,0.6,0.3,0.5,0.5,0.5
evokes cold emptiness,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
very slate grey overcast,0.5,0.3,0.5,0.25,0.5,0.5,0.5,0.1999999999999999
candlelit warmth feeling,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
quiet contemplation feeling,0.5,0.5,0.5,0.65,0.15,0.3,0.5,0.5
slightly profound emotional weight,0.5,0.5,0.5,0.5,0.6,0.75,0.5,0.5
evokes rough tree bark atmosphere,0.5,0.5,0.88,0.5,0.5,0.5,0.55,0.5
very hot summer afternoon,1.0,1.0,0.5,0.85,0.5,0.5,0.5,1.0
lazy Sunday morning vibes,0.7,0.5,0.5,0.75,0.15,0.5,0.5,0.5
the feeling of electric anticipation,0.5,0.5,0.5,0.75,0.88,0.8,0.5,0.5
extremely deep navy blue,0.5,0.0,0.5,0.5,0.5,0.8,0.5,0.0
total mild interest sensation,0.5,0.5,0.5,0.65,0.45,0.5,0.5,0.5
pure frozen lake under northern lights,0.08,0.55,0.35,0.75,0.5,0.8,0.35,0.15
somewhat drooping willow branches,0.5,0.5,0.5,0.5,0.3,0.5,0.25,0.5
total abrasive concrete surface,0.5,0.5,0.85,0.5,0.5,0.5,0.75,0.4
somewhat frigid winter night,0.15,0.25,0.5,0.5,0.3,0.5,0.5,0.18
reminds me of gentle breeze,0.5,0.5,0.3,0.7,0.25,0.15,0.5,0.5
pure cold emptiness,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
experiencing thundering crescendo sensation,0.5,0.65,0.5,0.5,0.9,0.9,0.5,0.5
pure smooth river stones,0.5,0.5,0.2,0.65,0.5,0.5,0.4,0.5
the feeling of industrial metal framework,0.3,0.5,0.65,0.5,0.5,0.5,0.9,0.3
dusky twilight hour feeling,0.55,0.25,0.5,0.6,0.3,0.5,0.5,0.5
barely devastating grief,0.45,0.5,0.5,0.25,0.65,0.75,0.5,0.5
intensely explosive excitement,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5
absolute crushing pressure,0.5,0.5,0.5,0.2,0.7,0.92,0.5,0.5
freezing arctic tundra vibes,0.02,0.7,0.5,0.5,0.5,0.7,0.5,0.05
extremely overwhelming dread,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.5
pure lazy Sunday morning energy,0.7,0.5,0.5,0.75,0.15,0.5,0.5,0.5
experiencing utter hopelessness,0.5,0.15,0.5,0.05,0.5,0.85,0.5,0.5
barely perceptible feeling,0.5,0.5,0.5,0.5,0.15,0.08,0.5,0.5
evokes murky underwater depths sensation,0.5,0.12,0.55,0.35,0.5,0.5,0.5,0.3
the feeling of heart-pounding terror atmosphere,0.5,0.5,0.5,0.08,0.98,0.95,0.5,0.5
grandmother's kitchen filled with baking bread feeling,0.92,0.55,0.35,0.95,0.3,0.55,0.3,0.88
experiencing cubist fragmentation,0.5,0.5,0.55,0.5,0.55,0.5,0.92,0.5
slightly white balance neutral,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
evokes drooping willow branches vibes,0.5,0.5,0.5,0.6,0.2,0.5,0.15,0.5
somewhat rounded bubble shapes,0.5,0.5,0.2,0.6,0.5,0.5,0.2,0.5
pure dazzling snow field,0.1,0.95,0.3,0.5,0.5,0.5,0.5,0.15
pure spiky cactus needles,0.5,0.5,0.9,0.25,0.5,0.65,0.85,0.5
intensely gritty sand beach,0.8999999999999999,0.95,1.0,0.5,0.5,0.5,0.5,0.5
abrasive concrete surface atmosphere,0.5,0.5,0.85,0.5,0.5,0.5,0.75,0.4
gentle tranquility feeling,0.65,0.5,0.2,0.8,0.1,0.5,0.5,0.5
total serene calm,0.5,0.5,0.5,0.8,0.08,0.2,0.5,0.5
slightly steel grey industrial,0.4499999999999999,0.5,0.4499999999999999,0.5,0.5,0.5,0.65,0.35
reminds me of gentle comfort vibes,0.75,0.5,0.2,0.82,0.2,0.5,0.5,0.5
the feeling of lonely vigil by candlelight,0.7,0.18,0.3,0.35,0.15,0.7,0.4,0.75
absolute bitter resentment sensation,0.35,0.5,0.65,0.15,0.5,0.7,0.5,0.5
intensely rounded bubble shapes,0.5,0.5,0.0,0.8999999999999999,0.5,0.5,0.0,0.5
slightly pitch black darkness,0.5,0.1699999999999999,0.5,0.5,0.4499999999999999,0.5,0.5,0.5
pure icy wind cutting through,0.1,0.5,0.7,0.5,0.6,0.75,0.5,0.5
like moderate force,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
intensely baby skin soft,0.95,0.5,0.0,1.0,0.5,0.5,0.5,0.5
total cozy warm blanket,0.85,0.5,0.2,0.85,0.15,0.5,0.5,0.5
freezing arctic tundra energy,0.02,0.7,0.5,0.5,0.5,0.7,0.5,0.05
experiencing coarse burlap sack,0.45,0.5,0.85,0.35,0.5,0.5,0.5,0.5
somewhat gentle nudge,0.5,0.5,0.5,0.55,0.5,0.3,0.5,0.5
serene calm energy,0.5,0.5,0.5,0.8,0.08,0.2,0.5,0.5
total triumphant victory vibes,0.5,0.8,0.5,0.92,0.9,0.85,0.5,0.5
very thunderstorm over mountains,0.25,0.1,0.8,0.1999999999999999,1.0,1.0,0.7000000000000001,0.23
reminds me of electric anticipation,0.5,0.5,0.5,0.75,0.88,0.8,0.5,0.5
total meandering river path,0.5,0.5,0.3,0.7,0.5,0.5,0.1,0.5
absolute mixed angular and curved sensation,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
extremely utter hopelessness,0.5,0.0,0.5,0.0,0.5,1.0,0.5,0.5
candlelit warmth sensation,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
experiencing triumphant victory,0.5,0.8,0.5,0.92,0.9,0.85,0.5,0.5
intensely sterile hospital corridor at night,0.0999999999999999,1.0,0.2,0.0499999999999999,0.5,0.75,1.0,0.0999999999999999
reminds me of freezing arctic tundra,0.02,0.7,0.5,0.5,0.5,0.7,0.5,0.05
undulating waves energy,0.5,0.5,0.25,0.5,0.4,0.5,0.1,0.5
extremely lazy Sunday morning,0.95,0.5,0.5,1.0,0.0,0.5,0.5,0.5
evokes cold stone floor,0.18,0.45,0.55,0.5,0.5,0.5,0.7,0.5
slightly scorching hot desert sun,0.83,0.7999999999999999,0.5,0.5,0.5,0.65,0.5,0.7999999999999999
extremely sleek polished metal,0.5,0.95,0.0,0.5,0.5,0.5,1.0,0.0499999999999999
pure luminous screen glow,0.5,0.8,0.5,0.5,0.5,0.5,0.8,0.4
experiencing cozy warm blanket feeling,0.85,0.5,0.2,0.85,0.15,0.5,0.5,0.5
honey golden light atmosphere,0.8,0.7,0.5,0.8,0.5,0.5,0.5,0.88
linen fabric weave atmosphere,0.55,0.5,0.55,0.65,0.5,0.5,0.5,0.5
reminds me of gentle tranquility,0.65,0.5,0.2,0.8,0.1,0.5,0.5,0.5
like coarse burlap sack,0.45,0.5,0.85,0.35,0.5,0.5,0.5,0.5
intensely frosty window pane,0.0,0.8,0.25,0.5,0.5,0.5,0.5,0.0
intensely buttery smooth cream,0.8,0.5,0.0,0.95,0.5,0.5,0.5,0.5
somewhat rustic autumn leaves,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.75
evokes frozen lake surface,0.08,0.65,0.4,0.5,0.5,0.5,0.5,0.1
slightly faint whisper,0.5,0.55,0.5,0.5,0.3,0.2299999999999999,0.5,0.5
slightly gritty sand beach,0.5499999999999999,0.6,0.65,0.5,0.5,0.5,0.5,0.5
slightly deep depression,0.5,0.3,0.5,0.2299999999999999,0.3,0.6,0.5,0.5
absolute jagged mountain peaks atmosphere,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
very glaring spotlight,0.5,1.0,0.5,0.5,0.5,1.0,0.9,0.5
brilliant white clouds vibes,0.5,0.85,0.35,0.75,0.5,0.5,0.5,0.5
slightly abandoned factory in winter rain,0.3,0.4499999999999999,0.7,0.3,0.4499999999999999,0.5,0.65,0.4
extremely dim candle flicker,1.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0
evokes cozy cabin in the mountains,0.85,0.45,0.45,0.88,0.2,0.45,0.4,0.8
experiencing mind-blowing revelation atmosphere,0.5,0.5,0.5,0.75,0.85,0.88,0.5,0.5
meditative stillness atmosphere,0.55,0.5,0.5,0.75,0.05,0.2,0.5,0.5
buttery smooth cream vibes,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
absolute frosty window pane atmosphere,0.12,0.6,0.45,0.5,0.5,0.5,0.5,0.15
cubist fragmentation energy,0.5,0.5,0.55,0.5,0.55,0.5,0.92,0.5
somewhat azure ocean depths,0.4499999999999999,0.5,0.5,0.5,0.5,0.45,0.5,0.22
experiencing crackling fireplace on winter evening,0.95,0.35,0.5,0.9,0.25,0.55,0.35,0.92
pure frigid winter night atmosphere,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
the feeling of shadowy alleyway feeling,0.5,0.15,0.5,0.25,0.5,0.55,0.5,0.5
the feeling of candlelit warmth sensation,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
very icy blue winter,0.0,0.8,0.5,0.5,0.5,0.5,0.5,0.0
slightly manic energy surge,0.5,0.6,0.5,0.5,0.7999999999999999,0.75,0.5,0.5
hot cup of tea vibes,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
rusted corroded metal feeling,0.45,0.5,0.88,0.25,0.5,0.5,0.5,0.5
evokes steaming hot bath,0.92,0.5,0.15,0.8,0.2,0.5,0.5,0.5
glaring spotlight atmosphere,0.5,0.92,0.5,0.5,0.5,0.85,0.75,0.5
sleepy afternoon feeling,0.6,0.55,0.5,0.65,0.12,0.5,0.5,0.5
smooth pebble beach feeling,0.5,0.5,0.35,0.7,0.5,0.5,0.18,0.5
experiencing crackling fireplace on winter evening feeling,0.95,0.35,0.5,0.9,0.25,0.55,0.35,0.92
evokes moderate force,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
cozy warm blanket atmosphere,0.85,0.5,0.2,0.85,0.15,0.5,0.5,0.5
like manic energy surge,0.5,0.75,0.5,0.5,0.95,0.9,0.5,0.5
frozen lake under northern lights vibes,0.08,0.55,0.35,0.75,0.5,0.8,0.35,0.15
the feeling of serene tranquility,0.6,0.5,0.5,0.85,0.08,0.25,0.5,0.5
thundering crescendo energy,0.5,0.65,0.5,0.5,0.9,0.9,0.5,0.5
barely jazz club smoky atmosphere,0.45,0.42,0.55,0.52,0.65,0.35,0.6000000000000001,0.45
reminds me of mild interest vibes,0.5,0.5,0.5,0.65,0.45,0.5,0.5,0.5
experiencing bright sunny day,0.8,0.9,0.5,0.85,0.5,0.5,0.5,0.75
complex ambivalence feeling,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5
evokes overwhelming love,0.9,0.5,0.5,0.95,0.75,0.9,0.5,0.5
extremely explosive excitement,0.5,1.0,0.5,1.0,1.0,1.0,0.5,0.5
like blinding white light energy,0.5,0.98,0.5,0.5,0.7,0.9,0.5,0.5
sleepy afternoon atmosphere,0.6,0.55,0.5,0.65,0.12,0.5,0.5,0.5
intensely silk flowing like water,0.8,0.5,0.0,1.0,0.5,0.5,0.0,0.5
experiencing rough tree bark,0.5,0.5,0.88,0.5,0.5,0.5,0.55,0.5
very liquid mercury flowing,0.5,0.9,0.0,0.5,0.5,0.5,0.05,0.5
absolute steady focus,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
slightly serene calm,0.5,0.5,0.5,0.65,0.2299999999999999,0.35,0.5,0.5
balanced composition vibes,0.5,0.5,0.5,0.65,0.5,0.5,0.5,0.5
very frozen lake under northern lights,0.0,0.7000000000000001,0.1999999999999999,0.9,0.5,0.95,0.1999999999999999,0.0
experiencing hot cup of tea energy,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
pure complete darkness sensation,0.5,0.03,0.5,0.5,0.5,0.45,0.5,0.5
the feeling of steady presence atmosphere,0.5,0.5,0.5,0.6,0.45,0.55,0.5,0.5
reminds me of pitch black darkness,0.5,0.02,0.5,0.5,0.3,0.5,0.5,0.5
meditative stillness vibes,0.55,0.5,0.5,0.75,0.05,0.2,0.5,0.5
intensely overwhelming power,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5
intensely silver moonlight,0.0999999999999999,0.5,0.5,0.8,0.5,0.5,0.5,0.0
experiencing dazzling snow field,0.1,0.95,0.3,0.5,0.5,0.5,0.5,0.15
somewhat jagged mountain peaks,0.5,0.5,0.6,0.5,0.5,0.6,0.75,0.5
the feeling of gentle nudge,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
the feeling of gravel crunching underfoot feeling,0.5,0.5,0.8,0.5,0.4,0.45,0.5,0.5
very pure delight,0.5,0.95,0.5,1.0,0.9,0.5,0.5,0.5
slightly gravel crunching underfoot,0.5,0.5,0.65,0.5,0.55,0.6,0.5,0.5
experiencing rusted corroded metal,0.45,0.5,0.88,0.25,0.5,0.5,0.5,0.5
gentle breeze vibes,0.5,0.5,0.3,0.7,0.25,0.15,0.5,0.5
like terrifying fear energy,0.2,0.5,0.5,0.1,0.95,0.92,0.5,0.5
like cozy warm blanket,0.85,0.5,0.2,0.85,0.15,0.5,0.5,0.5
barely ecstatic euphoria,0.5,0.5,0.5,0.75,0.7,0.6499999999999999,0.5,0.5
frosted glass blue feeling,0.25,0.6,0.3,0.5,0.5,0.5,0.5,0.18
slightly shadowy alleyway,0.5,0.3,0.5,0.4,0.5,0.4,0.5,0.5
foggy forest at dawn feeling,0.45,0.4,0.35,0.65,0.25,0.5,0.35,0.45
deep navy blue atmosphere,0.5,0.25,0.5,0.5,0.5,0.55,0.5,0.15
neon-lit cyberpunk city sensation,0.5,0.8,0.55,0.55,0.85,0.8,0.85,0.55
extremely wistful longing,0.5,0.5,0.5,0.1699999999999999,0.0499999999999999,0.9,0.5,0.5
buttery smooth cream atmosphere,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
jagged broken glass vibes,0.5,0.5,0.92,0.15,0.5,0.8,0.9,0.5
sterile hospital corridor at night vibes,0.3,0.85,0.4,0.25,0.5,0.55,0.85,0.3
barely freezing arctic tundra,0.22,0.4999999999999999,0.5,0.5,0.5,0.4999999999999999,0.5,0.25
like slight movement atmosphere,0.5,0.5,0.5,0.5,0.25,0.15,0.5,0.5
slightly children laughing in summer sunshine,0.73,0.75,0.4499999999999999,0.7999999999999999,0.6,0.5,0.4,0.6699999999999999
extremely slate grey overcast,0.5,0.2,0.5,0.15,0.5,0.5,0.5,0.0999999999999999
pure crystalline facets vibes,0.5,0.75,0.45,0.5,0.5,0.5,0.9,0.5
somewhat sterile hospital corridor at night,0.4,0.75,0.5,0.35,0.5,0.45,0.75,0.4
reminds me of frosted glass blue sensation,0.25,0.6,0.3,0.5,0.5,0.5,0.5,0.18
total gentle breeze,0.5,0.5,0.3,0.7,0.25,0.15,0.5,0.5
total mind-blowing revelation feeling,0.5,0.5,0.5,0.75,0.85,0.88,0.5,0.5
pure precise mathematical grid,0.5,0.6,0.5,0.5,0.4,0.5,0.95,0.5
pure sharp geometric edges,0.5,0.5,0.65,0.5,0.5,0.5,0.95,0.5
jazz club smoky atmosphere sensation,0.65,0.22,0.35,0.72,0.45,0.55,0.4,0.65
experiencing earth-shattering revelation,0.5,0.7,0.5,0.5,0.8,0.95,0.5,0.5
barely faint starlight,0.5,0.32,0.5,0.3999999999999999,0.5,0.55,0.5,0.5
experiencing heart-pounding terror feeling,0.5,0.5,0.5,0.08,0.98,0.95,0.5,0.5
the feeling of jagged broken glass,0.5,0.5,0.92,0.15,0.5,0.8,0.9,0.5
experiencing mixed angular and curved sensation,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
temperate climate vibes,0.5,0.5,0.5,0.65,0.35,0.3,0.5,0.5
absolute rusted corroded metal,0.45,0.5,0.88,0.25,0.5,0.5,0.5,0.5
total smooth river stones,0.5,0.5,0.2,0.65,0.5,0.5,0.4,0.5
extremely scorching hot desert sun,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0
reminds me of soft murmur vibes,0.5,0.5,0.2,0.5,0.2,0.12,0.5,0.5
experiencing gentle morning light energy,0.65,0.6,0.5,0.75,0.35,0.5,0.5,0.5
experiencing children laughing in summer sunshine,0.88,0.9,0.3,0.95,0.75,0.65,0.25,0.82
extremely profound sadness,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5
somewhat silk flowing like water,0.5,0.5,0.15,0.7000000000000001,0.5,0.5,0.25,0.5
reminds me of neutral daylight,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5
reminds me of brilliant sunlight streaming in,0.75,0.92,0.5,0.85,0.5,0.5,0.5,0.5
barely burnt sienna earth,0.45,0.5,0.3999999999999999,0.5,0.5,0.5,0.5,0.6199999999999999
total serene calm sensation,0.5,0.5,0.5,0.8,0.08,0.2,0.5,0.5
pure wistful longing,0.5,0.5,0.5,0.42,0.3,0.65,0.5,0.5
extremely steel grey industrial,0.0499999999999999,0.5,0.85,0.5,0.5,0.5,1.0,0.0
absolute serene tranquility vibes,0.6,0.5,0.5,0.85,0.08,0.25,0.5,0.5
harsh angular shadows sensation,0.5,0.25,0.5,0.35,0.5,0.5,0.85,0.5
jagged mountain peaks atmosphere,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
gentle breeze sensation,0.5,0.5,0.3,0.7,0.25,0.15,0.5,0.5
cool mint green feeling,0.4,0.5,0.5,0.7,0.5,0.5,0.5,0.25
pitch black darkness sensation,0.5,0.02,0.5,0.5,0.3,0.5,0.5,0.5
somewhat blinding white light,0.5,0.88,0.5,0.5,0.6,0.8,0.5,0.5
intensely overcast afternoon,0.5,0.5,0.5,0.5,0.1499999999999999,0.5,0.5,0.5
very serene calm,0.5,0.5,0.5,0.95,0.0,0.05,0.5,0.5
absolute jagged mountain peaks sensation,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
smooth pebble beach vibes,0.5,0.5,0.35,0.7,0.5,0.5,0.18,0.5
electric anticipation vibes,0.5,0.5,0.5,0.75,0.88,0.8,0.5,0.5
very balanced composition,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
hot cup of tea atmosphere,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
deep navy blue feeling,0.5,0.25,0.5,0.5,0.5,0.55,0.5,0.15
mixed angular and curved feeling,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
experiencing polished glass surface,0.5,0.75,0.08,0.5,0.5,0.5,0.7,0.5
gleaming white marble sensation,0.5,0.88,0.1,0.5,0.5,0.5,0.7,0.4
the feeling of crackling fireplace on winter evening,0.95,0.35,0.5,0.9,0.25,0.55,0.35,0.92
absolute drooping willow branches energy,0.5,0.5,0.5,0.6,0.2,0.5,0.15,0.5
experiencing wooden grain pattern,0.6,0.5,0.5,0.5,0.5,0.5,0.55,0.5
jazz club smoky atmosphere atmosphere,0.65,0.22,0.35,0.72,0.45,0.55,0.4,0.65
experiencing earth-shattering revelation sensation,0.5,0.7,0.5,0.5,0.8,0.95,0.5,0.5
very meditative stillness,0.7000000000000001,0.5,0.5,0.9,0.0,0.05,0.5,0.5
devastating impact sensation,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
barely profound sadness,0.5,0.4,0.5,0.3,0.45,0.6000000000000001,0.5,0.5
slightly grandmother's kitchen filled with baking bread,0.77,0.4,0.5,0.7999999999999999,0.4499999999999999,0.4,0.4499999999999999,0.73
reminds me of crushing despair energy,0.5,0.15,0.5,0.02,0.4,0.95,0.5,0.5
like peaceful contentment,0.7,0.5,0.5,0.85,0.15,0.4,0.5,0.5
extremely silver moonlight,0.0499999999999999,0.5,0.5,0.85,0.5,0.5,0.5,0.0
adrenaline rush sensation,0.5,0.5,0.5,0.7,0.92,0.88,0.5,0.5
absolute stoic acceptance,0.5,0.5,0.5,0.5,0.25,0.55,0.5,0.5
liquid mercury flowing vibes,0.5,0.75,0.08,0.5,0.5,0.5,0.2,0.5
somewhat terrifying fear,0.3,0.5,0.5,0.2,0.85,0.8200000000000001,0.5,0.5
overwhelming love feeling,0.9,0.5,0.5,0.95,0.75,0.9,0.5,0.5
quiet library at midnight vibes,0.55,0.3,0.4,0.65,0.1,0.35,0.7,0.5
somewhat delicate touch,0.55,0.5,0.25,0.6,0.5,0.25,0.5,0.5
very bright sunny day,0.95,1.0,0.5,1.0,0.5,0.5,0.5,0.9
slightly frosted glass blue,0.4,0.4499999999999999,0.4499999999999999,0.5,0.5,0.5,0.5,0.3299999999999999
rigid angular structure energy,0.35,0.5,0.6,0.5,0.5,0.5,0.92,0.5
the feeling of gloomy overcast sky,0.5,0.25,0.5,0.35,0.25,0.5,0.5,0.35
total mild spring day atmosphere,0.55,0.7,0.5,0.75,0.4,0.5,0.5,0.5
like shadowy alleyway,0.5,0.15,0.5,0.25,0.5,0.55,0.5,0.5
pure mild sensation,0.5,0.5,0.5,0.5,0.3,0.2,0.5,0.5
extremely crackling fireplace on winter evening,1.0,0.0999999999999999,0.5,1.0,0.0,0.8,0.0999999999999999,1.0
reminds me of cool mint green,0.4,0.5,0.5,0.7,0.5,0.5,0.5,0.25
the feeling of candlelit warmth,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
wild exhilaration sensation,0.5,0.5,0.5,0.85,0.92,0.85,0.5,0.5
evokes overwhelming catastrophe,0.5,0.5,0.5,0.05,0.85,0.98,0.5,0.5
pure silver moonlight,0.3,0.5,0.5,0.6,0.5,0.5,0.5,0.15
absolute meandering river path,0.5,0.5,0.3,0.7,0.5,0.5,0.1,0.5
reminds me of wistful longing vibes,0.5,0.5,0.5,0.42,0.3,0.65,0.5,0.5
barely dusky twilight hour,0.35,0.45,0.5,0.3999999999999999,0.5,0.5,0.5,0.5
slightly flowing organic curves,0.5,0.5,0.4,0.5499999999999999,0.5,0.5,0.2299999999999999,0.5
rigid angular structure sensation,0.35,0.5,0.6,0.5,0.5,0.5,0.92,0.5
extremely cozy warm blanket,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5
cold metal railing sensation,0.15,0.5,0.5,0.5,0.5,0.5,0.75,0.2
experiencing cold emptiness,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
very overwhelming power,0.5,0.5,0.5,0.5,0.95,1.0,0.5,0.5
complex ambivalence sensation,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5
absolute brutalist concrete parking garage,0.28,0.45,0.75,0.25,0.3,0.55,0.92,0.32
sharp geometric edges energy,0.5,0.5,0.65,0.5,0.5,0.5,0.95,0.5
barely drowsy relaxation,0.45,0.5,0.5,0.4999999999999999,0.3,0.5,0.5,0.5
like blazing midday sun atmosphere,0.9,0.95,0.5,0.5,0.5,0.75,0.5,0.85
cozy warm blanket sensation,0.85,0.5,0.2,0.85,0.15,0.5,0.5,0.5
barely explosive excitement,0.5,0.6000000000000001,0.5,0.6499999999999999,0.75,0.7,0.5,0.5
soft natural forms atmosphere,0.6,0.5,0.3,0.75,0.5,0.5,0.12,0.5
intensely jazz club smoky atmosphere,0.8500000000000001,0.0199999999999999,0.1499999999999999,0.92,0.25,0.75,0.2,0.8500000000000001
somewhat gritty sand beach,0.6,0.65,0.7000000000000001,0.5,0.5,0.5,0.5,0.5
stark minimalist lines energy,0.5,0.7,0.5,0.5,0.5,0.5,0.88,0.5
experiencing luminous screen glow,0.5,0.8,0.5,0.5,0.5,0.5,0.8,0.4
somewhat brilliant sunlight streaming in,0.65,0.8200000000000001,0.5,0.75,0.5,0.5,0.5,0.5
absolute wild exhilaration,0.5,0.5,0.5,0.85,0.92,0.85,0.5,0.5
like wild exhilaration,0.5,0.5,0.5,0.85,0.92,0.85,0.5,0.5
experiencing crystalline facets,0.5,0.75,0.45,0.5,0.5,0.5,0.9,0.5
total thundering crescendo,0.5,0.65,0.5,0.5,0.9,0.9,0.5,0.5
somewhat panicked alarm,0.5,0.5,0.5,0.25,0.85,0.8,0.5,0.5
somewhat quiet library at midnight,0.45,0.4,0.5,0.55,0.2,0.4499999999999999,0.6,0.5
reminds me of earth-shattering revelation energy,0.5,0.7,0.5,0.5,0.8,0.95,0.5,0.5
reminds me of clinical fluorescent,0.5,0.9,0.5,0.35,0.5,0.5,0.8,0.3
total mixed angular and curved,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
